,id,author_id,created_at,text
13,562349860943572992,2756873076,2015-02-02T20:40:29.000Z,".@Shermertron @HumanistFury ...that having different standards for white/black is racist?  Not ""equal"" at all...? Nope. @jennykutner @Salon"
14,562352842460393472,2756873076,2015-02-02T20:52:20.000Z,RT @FO7935: @garbage_person @MT8_9 @thisonesakillaa Must suck not being able 2 reach your own potential in life. Must be cuz you're a woman…
15,562369394157039616,2756873076,2015-02-02T21:58:06.000Z,"RT @Shermertron: @HumanistFury @MT8_9 @jennykutner I love how a journalist blocked me (ostensibly us) for criticizing her ""journalism."""
16,562430137451683840,2756873076,2015-02-03T01:59:28.000Z,@GenAnonCoward I knew this would be their response as soon as I saw the ad.
17,562430305492299777,2756873076,2015-02-03T02:00:08.000Z,@She_TheWolf  True.  Just 99% of them.
18,562432586002485249,2756873076,2015-02-03T02:09:12.000Z,@She_TheWolf Are you a feminist?
19,562434124313792512,2756873076,2015-02-03T02:15:19.000Z,RT @Feminazi_Front: @She_TheWolf @brotheryellow @MT8_9 here's a simple picture on why people dislike feminism. It's a simple concept http:/…
20,562445059753525248,2756873076,2015-02-03T02:58:46.000Z,@She_TheWolf @brotheryellow Men are.  Women cannot be.  Feminism says that's equal enough.
21,562467072073289729,2756873076,2015-02-03T04:26:14.000Z,"@SnugRailgun She blocked me and I blocked her, why is that sexual abuse apologist @Auragasmic in my TL?"
22,562474692863614976,2756873076,2015-02-03T04:56:31.000Z,"RT @kaijusoshingeki: @CultOfVivian @shoe0nhead Wow.... just... wow. You hear that, ladies? You don't have to be afraid if Anita has money. …"
23,562648687483293696,2756873076,2015-02-03T16:27:55.000Z,.@RealTrumpsFeels Evidently Twit'n'Run feminist coward @Auragasmic unblocks me long enough to reply &amp; then reblocks me #WomenAgainstFeminism
24,562664611565285379,2756873076,2015-02-03T17:31:11.000Z,"@p4ndiamond A known ""dudebro""."
25,562668872911044608,2756873076,2015-02-03T17:48:07.000Z,"@p4ndiamond Was on a Russian site once.  It was either Meninism or UVA Hoax, I think."
26,562678175852167172,2756873076,2015-02-03T18:25:05.000Z,"Self described ""radical feminist"" makes death threats against #GamerGate WOC for not doing/thinking as she was told. http://t.co/sVXfPPIhef"
27,562767195466661888,2756873076,2015-02-04T00:18:49.000Z,".@WayneJBurrows @KirstArific He got one serve, not two.  Had to defend the doubles lines also."
28,562772798343753728,2756873076,2015-02-04T00:41:05.000Z,"""@victorymonk: #sorryitsaboy joke means more boys will stay w/o couples willing to adopt them #WomenAgainstFeminism"" http://t.co/hMtwW3zP3T"
29,562773181023657985,2756873076,2015-02-04T00:42:36.000Z,"@chereecorbin Feminazi.  She changed it sarcastically from ""rad fem""."
30,562774055796113408,2756873076,2015-02-04T00:46:05.000Z,@talisasofie Feminists think hating men is feminism.
31,562780644569530368,2756873076,2015-02-04T01:12:16.000Z,@ErikaLopezDurel Bad seeds grow weeds.  Must be rooted out first or else you'd foundation cracks.
32,562785878649872384,2756873076,2015-02-04T01:33:04.000Z,RT @MenOnStrike: #QuestionsForMen Why do we stand aside when a vocal minority screams we have more rights than women? http://t.co/Ea6VlrR9aa
33,562809029882556416,2756873076,2015-02-04T03:05:03.000Z,RT @RationalMale: #QuestionsForMen Do you realize how powerful feminism really is? http://t.co/xb0e1KiEfs
34,562810349104402432,2756873076,2015-02-04T03:10:18.000Z,"RT @LynnD_P: #QuestionsForMen  Have you ever taken six weeks off from work, casually decide if you want to go back then choose to work part…"
35,562818699988860929,2756873076,2015-02-04T03:43:29.000Z,@willberthelot Get a girl pregnant and find out...
36,562821560466407424,2756873076,2015-02-04T03:54:51.000Z,@willberthelot @naaadnerb Deadbeat dad-ism is ILLEGAL.  This is the LEGAL system screwing him.
37,562826756416364544,2756873076,2015-02-04T04:15:30.000Z,@TheaGumbert @aussielung Abortion is convenient.  Your point?
38,562827090811445248,2756873076,2015-02-04T04:16:49.000Z,@tonygoz1e @AmyJoRyan I need...twit blocked me.
39,562831975674040322,2756873076,2015-02-04T04:36:14.000Z,@g0ssipsquirrelx Take a guess...what %?
40,562834394143281153,2756873076,2015-02-04T04:45:51.000Z,@JacquesCuze @KimoiDoutei @aussielung Opt in solves these problems.
41,562834962341433344,2756873076,2015-02-04T04:48:06.000Z,@LivBo23 Men are assaulted 5 times more than women.
42,562835643404144640,2756873076,2015-02-04T04:50:49.000Z,@tammykennon Men are assaulted 5 times more than women.
43,562839679423488000,2756873076,2015-02-04T05:06:51.000Z,@Ali_East_West Let's test that... http://t.co/Q518iRDd3B
44,562846471993966592,2756873076,2015-02-04T05:33:50.000Z,@RejectRaine @willberthelot Legally in a Western nation?
45,562853510426148865,2756873076,2015-02-04T06:01:48.000Z,@witch_sniffer @EscapeVelo I am amused greatly by the RedScareBot
46,562859463003365376,2756873076,2015-02-04T06:25:28.000Z,".@TheGags29 If feminists knew how many women ""internalized"" my ""misogyny"" theyd need safe space #WomenAgainstFeminism http://t.co/qT4laFeK7u"
47,562860227318796288,2756873076,2015-02-04T06:28:30.000Z,"@cisrabbit ""Loose"" was a Freudian reference..."
48,562860793767944193,2756873076,2015-02-04T06:30:45.000Z,.@BristolBen @TheGags29 has either taken to some seriously ham fisted trolling or shes on meth/out of meth which I have suspected about her
49,562881096275476480,2756873076,2015-02-04T07:51:25.000Z,".@Ali_East_West @GenAnonCoward I know what a straw man is, Einstein.  What is the straw man here?"
50,562891291101757440,2756873076,2015-02-04T08:31:56.000Z,RT @AnikaRoseAus: They say they care about men's rights but when speaking to groups who represent them - they block us. Seem they enjoy the…
51,563022891638587392,2756873076,2015-02-04T17:14:52.000Z,@DavidicLineage I present Exhibits V-Z that #FeminismIsAwful http://t.co/xDh0uVQEl5
52,563034427044134912,2756873076,2015-02-04T18:00:42.000Z,@RealTrumpsFeels ...or the fugly.
53,563050567757750272,2756873076,2015-02-04T19:04:50.000Z,RT @YTM1staWu1fy: #QuestionsForMen Do you ever find it hard to take a # seriously when it is designed by a hardcore sexist? http://t.co/y9K…
54,563055037992431617,2756873076,2015-02-04T19:22:36.000Z,".@11twiggins So you oppose equal gender rights, do you?"
55,563062970847334401,2756873076,2015-02-04T19:54:08.000Z,RT @Shermertron: @11twiggins So you DON'T plan on apologizing for your near-instant hypocrisy.  Okay. http://t.co/YwMC9iAl4V
56,563081180707573762,2756873076,2015-02-04T21:06:29.000Z,"@HumanistFury ""Sorry"" for confusing me?  What am I looking at?"
57,563122893794852866,2756873076,2015-02-04T23:52:14.000Z,@filthy_degen Everything I post is free to be reused.
58,563123953301200899,2756873076,2015-02-04T23:56:27.000Z,RT @FrankWorleyPR: Ten things #feminists really don't care about http://t.co/0iDiNJgljE
59,563155311436242944,2756873076,2015-02-05T02:01:03.000Z,@kmx1974 Who said that?
60,563156778750574593,2756873076,2015-02-05T02:06:53.000Z,@kmx1974 Wrong and wrong.
61,563159796845907968,2756873076,2015-02-05T02:18:53.000Z,"@kmx1974 Google ""financial abortion""."
62,563171704827301889,2756873076,2015-02-05T03:06:12.000Z,@kmx1974 Not even close to accurate. Are you intentionally obtuse?
63,563302445464682496,2756873076,2015-02-05T11:45:43.000Z,@Scyleet  Is @kmx1974 legit stupid or just trolling?
64,563302778341425152,2756873076,2015-02-05T11:47:02.000Z,.@kmx1974 @Scyleet No. I can just see you are either a dullard or have no intent on listening. So I refer you to Google. Which you fail at.
65,563304874038018048,2756873076,2015-02-05T11:55:22.000Z,"@HumanistFury @FeministFailure It's still going strong...but I will eventually devolve into pics of hot women ""Pam or Carmen""? Etc."
66,563306241473413120,2756873076,2015-02-05T12:00:48.000Z,"RT @TwittingSystem: @MT8_9 @ZombieNeith Huh. ""feminism is for fucking women""?Sign me up!"
67,563306785302642688,2756873076,2015-02-05T12:02:58.000Z,@Dreysander1 Should be. I already have the advice for future college men.  Find older women OR date girls from ANY college but yours.
68,563306925216268288,2756873076,2015-02-05T12:03:31.000Z,@Dreysander1 The college tribunals only apply if BOTH attend that school.
69,563307738403704833,2756873076,2015-02-05T12:06:45.000Z,@LMargolez My Twitter account is hilarious. But I cannot take credit. The mind numbingly moronic feminist hypocrites deserve the credit.
70,563308221600137216,2756873076,2015-02-05T12:08:40.000Z,".@kmx1974 @Scyleet You never Googled ""financial abortion"" OR you are too dumb to comprehend otherwise you would NOT ask what you did. Which?"
71,563308597476859905,2756873076,2015-02-05T12:10:10.000Z,"@Dreysander1 Hard to say.  I naively had my fun, not realizing the anvil above me.  I believe having that ""fun"" is key to later monogamy."
72,563308869867556864,2756873076,2015-02-05T12:11:15.000Z,@Dreysander1 Sons are at much greater risk now than daughters because of feminist laws.
73,563312743722541056,2756873076,2015-02-05T12:26:38.000Z,@Dreysander1 Absolutely.
74,563313083922513920,2756873076,2015-02-05T12:27:59.000Z,"@Dreysander1 I dunno.  Knowing what I know now or in today's environment, I would NOT date any girl from same school."
75,563313417508093952,2756873076,2015-02-05T12:29:19.000Z,@DoWeWantTo @LMargolez Pedos.
76,563319570862469120,2756873076,2015-02-05T12:53:46.000Z,"@Dreysander1 Biurny Pegeuro put a man in jail for 20 years, never even had sex. Lied to her friends about ditching them at a club, so she..."
77,563320019141267456,2756873076,2015-02-05T12:55:33.000Z,@Dreysander1 It took the priest a year to convince her to tell the cops.  He served 5 years out of 20.  She got 26 months.
78,563340056220696577,2756873076,2015-02-05T14:15:10.000Z,"RT @_chrisdowns_: #QuestionsForMen This one's good, and topical. http://t.co/RrP5IZrRpE"
79,563344334012289025,2756873076,2015-02-05T14:32:10.000Z,@BLUNTmoms How?
80,563348777197903872,2756873076,2015-02-05T14:49:49.000Z,@BLUNTmoms Is that wrong?  Is forcing them into parenthood wrong?
0,563363714401705986,2756873076,2015-02-05T15:49:10.000Z,@Ryan140GG Nope. Adoption and safe haven.  She is not bound.
1,563376343338188800,2756873076,2015-02-05T16:39:21.000Z,"@UseUrTongue You need serious help, Gags.  I hope you find it. http://t.co/W1u9n2sjMh"
2,563376524372742146,2756873076,2015-02-05T16:40:05.000Z,"@DomesticPirate @Vosnic @uomo389 Not arguing against abortion but for his choice, too."
3,563379142671233024,2756873076,2015-02-05T16:50:29.000Z,@UseUrTongue Get help.  Seriously.
4,563427280232665089,2756873076,2015-02-05T20:01:46.000Z,@jakesayshibro Thanks. I appreciate that.
5,563440959472812032,2756873076,2015-02-05T20:56:07.000Z,@sjhough Hey...how did you make that =/= thing?
6,563442450900209665,2756873076,2015-02-05T21:02:03.000Z,@Mora_Fornelli An enemy of @clementine_ford is good enough for me...F/F
7,563446724459782146,2756873076,2015-02-05T21:19:02.000Z,"@IsabellaEscort When I ask them that verbatim question, they call me an abusive misogynist.  You?  Do you ever actually get an answer?"
8,563447271078256640,2756873076,2015-02-05T21:21:12.000Z,"@IsabellaEscort Please do sometime, let me know.  In Canada they just passed a bill led by feminists."
9,563452724344549378,2756873076,2015-02-05T21:42:52.000Z,"@holliebakerlutz Why was she fired, do you know?"
10,563453639042543616,2756873076,2015-02-05T21:46:30.000Z,@holliebakerlutz What does that 23% figure represent?  How was it derived?
11,563457086538153987,2756873076,2015-02-05T22:00:12.000Z,.@BlackOpal80 Are you a feminist?  @WildeArthur
12,563504036981141505,2756873076,2015-02-06T01:06:46.000Z,@kmx1974  Stupid. Got it.
13,563510149675892736,2756873076,2015-02-06T01:31:03.000Z,"@jsydneym We found out quickly most of these ""questions"" were not looking for answers."
14,563544441940893696,2756873076,2015-02-06T03:47:19.000Z,@DoctrineDark798 You should be able to save from here...right click or hold down on them and you should get a save option.
15,563545362112479234,2756873076,2015-02-06T03:50:59.000Z,RT @mrlowercasea: #questionsforwomen #questionsformen Do you view someone less reasonably if they openly declare hatred of your gender? htt…
16,563547956230778880,2756873076,2015-02-06T04:01:17.000Z,@juliarforster Yes. http://t.co/ixbt0uc7HN
17,563549116551421952,2756873076,2015-02-06T04:05:54.000Z,"@aly_552 Yes.  Am I a victim, too?"
18,563552478084747264,2756873076,2015-02-06T04:19:15.000Z,@PariahPotimouth Shhh....it's a trap. http://t.co/umkBRTqYfA
19,563552896550465536,2756873076,2015-02-06T04:20:55.000Z,"RT @Shermertron: @MT8_9 Has she been fired yet? Male writers for ""newspapers"" usually get fired for much less. #QuestionsForMen"
20,563554951742652416,2756873076,2015-02-06T04:29:05.000Z,"@ChristinaLoken1 Do you think implying someone can't get laid is ""sexist"" or ""abusive""?"
21,563555440379068417,2756873076,2015-02-06T04:31:01.000Z,@PariahPotimouth Feminism.
22,563558130626605056,2756873076,2015-02-06T04:41:43.000Z,@ChristinaLoken1 I derive the same meaning.  What have I missed?
23,563559567939100672,2756873076,2015-02-06T04:47:26.000Z,@anniekfox Why can't you tell?
24,563564937994579968,2756873076,2015-02-06T05:08:46.000Z,"RT @RemyNorth: These #QuestionsForMen are mostly ignorant &amp; sexist. ""Do shitty things happen to you?"" ""Isn't your life perfect?"" ""How many …"
25,563567039433162752,2756873076,2015-02-06T05:17:07.000Z,@anniekfox Can you give an example?
26,563567281348026368,2756873076,2015-02-06T05:18:05.000Z,@PariahPotimouth Couldn't fit in one tweet.  I followed it up.
27,563568235023720448,2756873076,2015-02-06T05:21:52.000Z,"@anniekfox Hmmm...that's a good point. Bathing in male tears is more of a feminist thing, huh?"
28,563569869212626945,2756873076,2015-02-06T05:28:22.000Z,@vivant @tomsaw200 Oh? http://t.co/xOJhWhuI3Z
29,563569952599592960,2756873076,2015-02-06T05:28:41.000Z,@vivant @tomsaw200 You sure? http://t.co/THwiZ2qDBR
30,563570506394505217,2756873076,2015-02-06T05:30:54.000Z,@anniekfox There is literally photo evidence above...?
31,563571279199236096,2756873076,2015-02-06T05:33:58.000Z,@anniekfox Why are denying and marginalizing his abuse?
32,563571480928481280,2756873076,2015-02-06T05:34:46.000Z,@aussielung Conversely @Shermertron is a good guy and egalitarian.
33,563571795820027904,2756873076,2015-02-06T05:36:01.000Z,"@anniekfox So if he hit her in the same way for what she was wearing, that would be OK, too?"
34,563572453168123905,2756873076,2015-02-06T05:38:38.000Z,"@anniekfox I'll take that as you saying ""yes its OK for him to hit her in the same way""."
35,563572552141131777,2756873076,2015-02-06T05:39:01.000Z,@julia_goo_lia @anniekfox Why are you body shaming her Man Hands?
36,563575116161122304,2756873076,2015-02-06T05:49:13.000Z,@anniekfox Who would that be?
37,563578907484381185,2756873076,2015-02-06T06:04:16.000Z,@Shermertron @aussielung Why can't shelters serve both?
38,563578999885299712,2756873076,2015-02-06T06:04:39.000Z,"@Shermertron @aussielung Based on need, not gender?"
39,563582863531335680,2756873076,2015-02-06T06:20:00.000Z,"@I_Am_Chantastic Men are attacked 4 times more, just FYI."
40,563587039032246272,2756873076,2015-02-06T06:36:35.000Z,@feministlah This is the tag's founder... http://t.co/FRGiq2MN1g
41,563588373064208385,2756873076,2015-02-06T06:41:53.000Z,@amberhasalamb Can you explain why this is wrong? http://t.co/pTkwk45P9P
42,563590764777992193,2756873076,2015-02-06T06:51:23.000Z,"@amberhasalamb I have no misogynist views.  Feminism is an ideology, not a gender.  FYI."
43,563590998841126913,2756873076,2015-02-06T06:52:19.000Z,"@Transic_nyc With luck, she'll be a stylist..."
44,563591268815888384,2756873076,2015-02-06T06:53:24.000Z,@amberhasalamb Can you comment on Ford doing the VERY thing she complains of...? http://t.co/gBvOjnmbcV
45,563592695667757056,2756873076,2015-02-06T06:59:04.000Z,@feministlah I'm looking for them...lot of hay on top of those needles.
46,563594625353805824,2756873076,2015-02-06T07:06:44.000Z,@amberhasalamb ...in what way?
47,563594992900657153,2756873076,2015-02-06T07:08:12.000Z,"@amberhasalamb I didn't realize I was supposed to treat you as a child whose opinion is irrelevant, sorry.  My bad."
48,563595379275755520,2756873076,2015-02-06T07:09:44.000Z,@tsupdawgs @feministlah I'll take any screen grabs you have.  Thanks.
49,563596192647749632,2756873076,2015-02-06T07:12:58.000Z,@amberhasalamb  Separate conversations.  She told a guy concerned about circumcision that he can't get laid.  Exactly what she whined about.
50,563597833455296513,2756873076,2015-02-06T07:19:29.000Z,"@hayleyjoness @Fatboyisangry1 That is feminism's doing, you realize?"
51,563599545805049856,2756873076,2015-02-06T07:26:17.000Z,"@hayleyjoness Why do you judge on genitals, rather than merit?  If a man works in an 80% female workplace, should he cry discrimination?"
52,563599899716239362,2756873076,2015-02-06T07:27:41.000Z,@feministlah @GreenWeiner No.  Valid point.  I have never actually seen an MRA say he hates women (openly) like #KillAllMen etc.
53,563600989534834688,2756873076,2015-02-06T07:32:01.000Z,@hayleyjoness Curious...do you know what the 23% (pay gap) figure refers to?  Do you know how it was derived?
54,563601400115265536,2756873076,2015-02-06T07:33:39.000Z,@feministlah @GreenWeiner No True Scotsman.
55,563603586031304704,2756873076,2015-02-06T07:42:20.000Z,@feministlah @GreenWeiner ...who are mislabeled.
56,563603837031022592,2756873076,2015-02-06T07:43:20.000Z,"@hayleyjoness YW...?  Well, if you know that men and women do different jobs, why WOULD the pay be the same?"
57,563604337700896769,2756873076,2015-02-06T07:45:20.000Z,"RT @thesledgetobias: @MT8_9 @amberhasalamb My god, so it truly is a projection."
58,563605562211172352,2756873076,2015-02-06T07:50:11.000Z,"@hayleyjoness ...as a result there is a POSSIBLE supply of 100% of the population for all ""female"" jobs vs. maybe 20% for some ""male"" jobs."
59,563606398735749120,2756873076,2015-02-06T07:53:31.000Z,@feministlah @GreenWeiner Women have more legal rights in every Western nation.  Who is privileged?
60,563607439283863552,2756873076,2015-02-06T07:57:39.000Z,"@feministlah @GreenWeiner So feminism is NOT about equal rights, but a socio/polital movement?"
61,563610208032006144,2756873076,2015-02-06T08:08:39.000Z,".@feministlah @GreenWeiner Way way more than one...and why not...that's how they arrive at ""male privilege""? #AntiSJW http://t.co/LmPvPJvsyx"
62,563610875572285440,2756873076,2015-02-06T08:11:18.000Z,"@feministlah @GreenWeiner Picture was gender neutral, but...sure."
63,563615156991963137,2756873076,2015-02-06T08:28:19.000Z,".@feministlah @GreenWeiner I never said men didn't have privileges or that women didn't face biases, but its more 50/50 than one way street."
64,563718528810119168,2756873076,2015-02-06T15:19:05.000Z,"RT @jarod_frye: @MT8_9 @robinashe @hayleyjoness Actually I have. The same thing happens to African Americans, Spanish, and other minorities."
65,563726728674439168,2756873076,2015-02-06T15:51:40.000Z,@SweetWalkTalk Not when it just ends in rape charges...
66,563732199254794240,2756873076,2015-02-06T16:13:24.000Z,@thereginamom @JDefiant9 @jeffj666 If Paul Elam said the same about women...you'd be screeching about it.
67,563734375582277633,2756873076,2015-02-06T16:22:03.000Z,"@JDefiant9 Well, I'd have no way of knowing. General point."
68,563738667273842688,2756873076,2015-02-06T16:39:06.000Z,"""@Brittany_Blade: #FemFreeFriday because fems aren't actually doing anything for oppressed women in the Middle East."" http://t.co/pUYim4Q8jk"
69,563743444711907328,2756873076,2015-02-06T16:58:05.000Z,@victorymonk @shaner38 @chappygolucky That was/is in reply to her.
70,563752115739176960,2756873076,2015-02-06T17:32:33.000Z,RT @underwaterprick: What i learned from #QuestionsForMen http://t.co/GQLKJhWVqq
71,563773630283145217,2756873076,2015-02-06T18:58:02.000Z,@Shermertron Good job having her call you a loser...BTW That hypocrisy is gold.  Hopefully someone will see it.
72,563780038361755648,2756873076,2015-02-06T19:23:30.000Z,@EuroSlavA @brenbarber She's great.
73,563780884994617344,2756873076,2015-02-06T19:26:52.000Z,@EuroSlavA @brenbarber Those two are the only self ID'ed feminist I can think of who are legit.
74,563781767388090368,2756873076,2015-02-06T19:30:22.000Z,"@EuroSlavA @brenbarber I actually wish they would just start using ""egalitarian"" so we can just let feminist mean the misandrist hypocrites."
75,563787800663691265,2756873076,2015-02-06T19:54:21.000Z,.@WayJamesO Yep. The Coyotes. They have an out in 2-3 years. #NHL would have gone to Seattle.  But no building. Vegas will get them instead.
76,563795919666044928,2756873076,2015-02-06T20:26:36.000Z,@AJM9588 Hmm...which is the root cause of their hypocrisy.  You have swung me.
77,563798975350726657,2756873076,2015-02-06T20:38:45.000Z,@BillRigg Picwhatting? And you have quoted none of the tweets.  What are you trying to say...?
78,563812697490219008,2756873076,2015-02-06T21:33:16.000Z,@PsychScientists @geekyjessica Can you explain why what she described there is wrong?
79,563814263903371264,2756873076,2015-02-06T21:39:30.000Z,@luckykaa It is our individual listing numbers on a Gamergate block list the SJW feminists created.  Worn with pride...
80,563816587522629633,2756873076,2015-02-06T21:48:44.000Z,"@PsychScientists I meant this one. Can you explain why it's wrong/""sexist""? http://t.co/qMhfs4yIk3"
81,563821097645113344,2756873076,2015-02-06T22:06:39.000Z,RT @BlackOpal80: Handy guide for what to expect when participating in #QuestionsForMen @MT8_9 http://t.co/Gh4ODnW9oj
82,563827229822828544,2756873076,2015-02-06T22:31:01.000Z,@shaner38 @scarmichael18 I know of NO places single men may in US.  Some states do bar ANY single parents.  Some only men.
83,563830259792228355,2756873076,2015-02-06T22:43:04.000Z,@scarmichael18 @Synthovine Forgot already? http://t.co/a6noUBGcRR
84,563831508507820032,2756873076,2015-02-06T22:48:01.000Z,.@scarmichael18 @shaner38 He gets to legally decline parenthood during first 22 weeks after conception. 2 more weeks for her #choice after.
85,563832401181556737,2756873076,2015-02-06T22:51:34.000Z,@scarmichael18 @shaner38 No idea what u said.
86,563832718891687936,2756873076,2015-02-06T22:52:50.000Z,"@shaner38 @scarmichael18 Kid.  Not sure if should is really shouldn't, etc?"
87,563832860826927105,2756873076,2015-02-06T22:53:24.000Z,@shaner38 @scarmichael18 Would rather.
88,563835921628688384,2756873076,2015-02-06T23:05:33.000Z,.@scarmichael18 @shaner38 She will often not know.  It should be opt in not opt out so that he must be told.  Or else they will hide it.
89,563836022413594625,2756873076,2015-02-06T23:05:57.000Z,@scarmichael18 @shaner38 Not legally.
90,563836649856315392,2756873076,2015-02-06T23:08:27.000Z,"@scarmichael18 Every time I suggest it, feminists insist they will so if deadline passes, he should be stuck w/o choice."
91,563838207226572800,2756873076,2015-02-06T23:14:38.000Z,".@scarmichael18 So, you will continue to oppose equality no matter the logic...?"
92,563838531265896448,2756873076,2015-02-06T23:15:56.000Z,"@TheShujaatAli @PsychScientists Me, too. It was going perfect. Got him on record when he thought it was just women before showing him truth."
93,563838911630569472,2756873076,2015-02-06T23:17:26.000Z,"@scarmichael18 How about you unfollow me while you are at it. Feminists who follow get blocked.  I hate to block so, plz unfollow.  Thanks."
94,563854494338138112,2756873076,2015-02-07T00:19:22.000Z,@TheShujaatAli I like a multimedia approach.
95,563856852103225346,2756873076,2015-02-07T00:28:44.000Z,".@TheShujaatAli Well, I assume you saw my Clem Ford stuff.  No MSM will write the truth about her. @AsheSchow maybe? http://t.co/XhXDywx5I7"
96,563857493747838976,2756873076,2015-02-07T00:31:17.000Z,"@TheShujaatAli @AsheSchow is awesome, if you don't know her.  Write the truth about feminism."
97,563859660030373888,2756873076,2015-02-07T00:39:53.000Z,RT @FeministFailure: #QuestionsForMen Are you aware that feminism is teaching women that men cannot experience sexism or discrimination? ht…
0,563860463889690624,2756873076,2015-02-07T00:43:05.000Z,"@basicrepublican My favorite...when they argue to deny men choice, they literally argue abortion is NOT a ""reproductive right""."
1,563860678801645568,2756873076,2015-02-07T00:43:56.000Z,@malugatto No.  I'm not a sexist.
2,563860729699528704,2756873076,2015-02-07T00:44:08.000Z,RT @TehMenz: #QuestionsForMen did you know that when you look at a girl - you rape her? http://t.co/glPlA1So3a
3,563861299680247809,2756873076,2015-02-07T00:46:24.000Z,.@basicrepublican Pretzel logic is understatement.  #SJWLogic is like a pretzel being beaten and tossed off the Sears Tower. Puddle logic...
4,563864063642697729,2756873076,2015-02-07T00:57:23.000Z,.@zBruceey @scarmichael18 Well...I'd bet on the latter... http://t.co/QA6MYr4Wdw
5,563868055001124864,2756873076,2015-02-07T01:13:15.000Z,@AsheSchow @TheShujaatAli Feminist writer...think Valenti of AU from what I know.  Started the # QuestionsForMen Huff Po &amp; others wrote up.
6,563871716066091008,2756873076,2015-02-07T01:27:47.000Z,"RT @TehMenz: #QuestionsForMen Did you know that scientists agree that women ""slut shame"" to make vaginas more valuable to you? http://t.co/…"
7,563874374696968192,2756873076,2015-02-07T01:38:21.000Z,@ATLsportsPayton Because if an obvious GA sports nut DIDN'T...that would explain it all.
8,563878778410385408,2756873076,2015-02-07T01:55:51.000Z,@DrJoanBeckwith You don't regard Ford as a problematic figure? http://t.co/8DmIDw7XPs
9,563881133474349056,2756873076,2015-02-07T02:05:13.000Z,"@DrJoanBeckwith So, no issue with her doing the very thing she decries, then?"
10,563900540925796352,2756873076,2015-02-07T03:22:20.000Z,"@BlackOpal80 Yeah. My eye opener was a pay gap article. I know a little about econ...tried to explain why it was math, not sexism.  But..."
11,563903732916969472,2756873076,2015-02-07T03:35:01.000Z,"@BlackOpal80 ...I learned that doing so made me a ""misogynist""."
12,563904669416964096,2756873076,2015-02-07T03:38:44.000Z,".@BlackOpal80 But not a joke, a lot of her writing created the false ""rape culture"" crisis &amp; whose theories were drivers of new CA rape law."
13,563905276496334849,2756873076,2015-02-07T03:41:09.000Z,".@BlackOpal80 Then what REALLY opened my eyes. An article on financial abortion. Even, after reading, I still opposed. Responsibility, etc."
14,563905623348506624,2756873076,2015-02-07T03:42:32.000Z,".@BlackOpal80 ...UNTIL I saw prochoice feminists in comments using VERBATIM ProLife arguments against men.  ""Selfish. Jerk. Think of child."""
15,563905844686102528,2756873076,2015-02-07T03:43:24.000Z,".@BlackOpal80 Realized then that selfish hypocrisy is the crux of modern feminism, not equality."
16,563907121633591297,2756873076,2015-02-07T03:48:29.000Z,.@BlackOpal80 I know little more than I just told you. I just thought her smiling face of hypocrisy/misandry epitomized modern feminism.
17,563914461111529472,2756873076,2015-02-07T04:17:39.000Z,RT @BlackOpal80: Well @MT8_9 I checked out Jessica Valenti's Twitter. Nice objectification of men and threats of violence. http://t.co/xRhx…
18,563914538097995776,2756873076,2015-02-07T04:17:57.000Z,@BlackOpal80 I'm blocked.
19,564032691847180288,2756873076,2015-02-07T12:07:27.000Z,"@BlackOpal80 People assume she saw my avi/name &amp; blocked.  Nope, blocked by her before I knew who she was. Fems use a block list. So..."
20,564032923825750016,2756873076,2015-02-07T12:08:22.000Z,@BlackOpal80 ...as soon as you follow enough known anti-feminists their block list activates and blocks you.  Possible she is unaware of me.
21,564033218463031296,2756873076,2015-02-07T12:09:33.000Z,".@BlackOpal80 But, the idea they want to do ANYTHING but lecture with dubious facts they don't want challenged is exposed by their blocking."
22,564035696608817152,2756873076,2015-02-07T12:19:24.000Z,".@BlackOpal80 Yep, pathetic. Let's examine idea anti fems just hate women.  Do misogynists fight for their ""right"" to hate?  Or just hate?"
23,564036035399528448,2756873076,2015-02-07T12:20:44.000Z,".@BlackOpal80 Like, if #GamerGate really just hated women, why bother with GG?  Need NO permission to hate. They could just hate/play games."
24,564037696318754817,2756873076,2015-02-07T12:27:20.000Z,@NUBionicwoman Is it wrong to argue by implying the other person cannot get laid?
25,564038185781436416,2756873076,2015-02-07T12:29:17.000Z,@LucasDavid__ ..says an unthinking pussy.  Yawn.
26,564038623465447426,2756873076,2015-02-07T12:31:01.000Z,"@YTM1staWu1fy Sweden, man.  The Swedish men are cattle, at this point."
27,564042311433486336,2756873076,2015-02-07T12:45:41.000Z,.@CriticalKaiju There is literally nothing more creatively pathetic than taking an existing film and just making a black or female version.
28,564046400955367424,2756873076,2015-02-07T13:01:56.000Z,.@knux1995 Close up shop.  #Feminism is just a roadblock in #egalitarianism's way at this point.  #Equality must be equal.  Not gynocentric.
29,564049587896594432,2756873076,2015-02-07T13:14:35.000Z,"@bmackillopthio Hmm..possible.  I don't read tabloids. I just know he boxes.  Another guy had one.  Donald Trump.  Diva like, right?"
30,564049824274989058,2756873076,2015-02-07T13:15:32.000Z,"@bmackillopthio But, Trump gets called a megalomaniac.  Is that a gendered slur, too?  I never hear women called megalomaniacs."
